0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
17	16
18	17
20	18
22	19
24	20
25	21
26	22
27	23
28	24
29	25
30	26
32	27
33	28
34	29
35	30
36	31
38	32
39	33
41	34
42	35
43	36
44	37
46	38
47	39
48	40
49	41
51	42
53	43
54	44
55	45
56	46
57	47
58	48
59	49
61	50
62	51
63	52
64	53
65	54
66	55
67	56
68	57
69	58
70	59
71	60
72	61
74	62
75	63
76	64
77	65
78	66
79	67
80	68
81	69
82	70
83	71
84	72
85	73
88	74
91	75
92	76
94	77
95	78
96	79
98	80
99	81
100	82
101	83
102	84
103	85
104	86
105	87
106	88
108	89
109	90
110	91
112	92
113	93
114	94
115	95
119	96
120	97
121	98
122	99
123	100
124	101
126	102
127	103
129	104
130	105
131	106
132	107
133	108
135	109
138	110
140	111
141	112
142	113
143	114
144	115
145	116
147	117
152	118
155	119
156	120
158	121
160	122
161	123
163	124
164	125
165	126
167	127
168	128
171	129
172	130
174	131
175	132
177	133
179	134
181	135
182	136
185	137
188	138
190	139
192	140
193	141
196	142
197	143
198	144
201	145
202	146
204	147
205	148
206	149
207	150
208	151
209	152
211	153
213	154
215	155
217	156
218	157
219	158
220	159
221	160
222	161
223	162
224	163
225	164
227	165
229	166
230	167
231	168
233	169
234	170
235	171
236	172
237	173
238	174
239	175
240	176
241	177
242	178
243	179
244	180
245	181
247	182
248	183
250	184
251	185
253	186
254	187
256	188
257	189
258	190
259	191
262	192
264	193
265	194
266	195
267	196
270	197
271	198
272	199
274	200
275	201
276	202
277	203
278	204
279	205
287	206
288	207
291	208
293	209
294	210
296	211
297	212
298	213
301	214
302	215
303	216
304	217
305	218
306	219
307	220
309	221
310	222
312	223
315	224
317	225
320	226
321	227
322	228
323	229
324	230
325	231
326	232
327	233
328	234
330	235
332	236
333	237
334	238
335	239
336	240
337	241
339	242
340	243
341	244
342	245
343	246
344	247
345	248
346	249
347	250
350	251
351	252
352	253
353	254
354	255
355	256
358	257
359	258
360	259
361	260
362	261
363	262
364	263
366	264
367	265
368	266
369	267
370	268
371	269
375	270
376	271
377	272
379	273
380	274
381	275
383	276
384	277
385	278
386	279
390	280
391	281
392	282
393	283
394	284
396	285
397	286
399	287
400	288
401	289
402	290
403	291
404	292
405	293
406	294
407	295
408	296
409	297
410	298
411	299
412	300
413	301
414	302
415	303
416	304
417	305
419	306
420	307
421	308
422	309
424	310
425	311
429	312
430	313
431	314
432	315
433	316
434	317
435	318
436	319
437	320
438	321
440	322
441	323
442	324
444	325
446	326
447	327
448	328
452	329
453	330
454	331
456	332
458	333
460	334
461	335
463	336
465	337
466	338
469	339
470	340
471	341
472	342
473	343
474	344
475	345
476	346
477	347
479	348
481	349
482	350
483	351
484	352
485	353
486	354
489	355
490	356
491	357
492	358
493	359
496	360
497	361
500	362
501	363
502	364
504	365
506	366
508	367
510	368
511	369
512	370
513	371
514	372
515	373
516	374
517	375
519	376
520	377
521	378
522	379
523	380
524	381
525	382
526	383
527	384
528	385
529	386
530	387
531	388
532	389
533	390
535	391
537	392
539	393
540	394
543	395
546	396
548	397
549	398
552	399
553	400
554	401
558	402
560	403
561	404
564	405
565	406
566	407
568	408
569	409
571	410
572	411
573	412
574	413
575	414
576	415
577	416
580	417
581	418
583	419
584	420
585	421
586	422
588	423
589	424
590	425
591	426
593	427
594	428
595	429
596	430
597	431
600	432
601	433
602	434
605	435
606	436
607	437
608	438
609	439
611	440
614	441
615	442
617	443
618	444
620	445
621	446
622	447
624	448
625	449
626	450
627	451
628	452
630	453
632	454
633	455
636	456
637	457
638	458
639	459
640	460
641	461
642	462
643	463
644	464
645	465
646	466
648	467
650	468
651	469
652	470
653	471
654	472
655	473
656	474
658	475
659	476
660	477
661	478
662	479
664	480
665	481
667	482
668	483
669	484
670	485
671	486
673	487
676	488
677	489
678	490
679	491
682	492
684	493
685	494
686	495
687	496
688	497
689	498
690	499
691	500
692	501
693	502
694	503
695	504
696	505
698	506
701	507
703	508
704	509
705	510
707	511
708	512
712	513
714	514
715	515
717	516
718	517
719	518
721	519
722	520
723	521
724	522
726	523
727	524
728	525
729	526
731	527
732	528
733	529
734	530
735	531
736	532
737	533
738	534
739	535
740	536
741	537
742	538
743	539
745	540
746	541
747	542
748	543
749	544
750	545
752	546
753	547
754	548
755	549
756	550
757	551
758	552
759	553
760	554
761	555
762	556
763	557
764	558
765	559
766	560
767	561
768	562
769	563
770	564
772	565
773	566
774	567
776	568
777	569
778	570
779	571
780	572
781	573
782	574
783	575
784	576
785	577
786	578
787	579
788	580
789	581
790	582
791	583
792	584
793	585
795	586
796	587
797	588
798	589
799	590
800	591
801	592
802	593
803	594
804	595
805	596
806	597
807	598
808	599
809	600
810	601
811	602
812	603
813	604
814	605
815	606
817	607
818	608
819	609
820	610
822	611
823	612
824	613
825	614
826	615
827	616
828	617
829	618
830	619
832	620
834	621
835	622
836	623
837	624
838	625
839	626
840	627
841	628
842	629
843	630
845	631
846	632
847	633
848	634
852	635
853	636
854	637
856	638
857	639
859	640
861	641
864	642
866	643
867	644
869	645
871	646
872	647
873	648
874	649
875	650
876	651
877	652
879	653
881	654
882	655
883	656
886	657
888	658
890	659
891	660
893	661
894	662
895	663
896	664
897	665
898	666
899	667
900	668
901	669
902	670
904	671
905	672
908	673
911	674
912	675
913	676
914	677
915	678
916	679
917	680
919	681
920	682
922	683
923	684
924	685
925	686
926	687
927	688
930	689
931	690
932	691
933	692
934	693
935	694
936	695
937	696
941	697
942	698
943	699
944	700
945	701
946	702
948	703
949	704
950	705
951	706
952	707
953	708
954	709
955	710
956	711
957	712
958	713
960	714
962	715
963	716
964	717
965	718
966	719
967	720
968	721
969	722
970	723
971	724
972	725
973	726
974	727
975	728
976	729
977	730
979	731
981	732
982	733
983	734
987	735
988	736
989	737
990	738
991	739
992	740
993	741
994	742
995	743
996	744
997	745
998	746
999	747
